"","Ad ID","Ad Text","Ad Landing Page","Ad Targeting Location","Ad Impressions","Ad Clicks","Ad Spend","Ad Creation Date","date","numeric_date"
"1626"," 2409                       "," Police have already killed 10 African Americans in November!                                    Please, like and share!                                    Click if you agree that police brutality against Blacks must stop:                                    http://bit.ly/2gOJtQa            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Age: 16 - 40                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests: African American, African-American culture,                                    African-American Civil Rights Movement (1954-68), Black Consciousness                                    Movement, Police brutality in the United States, Stop Police Brutality or Black                                   (Color)              "," 3,810                     "," 291                    "," 300.00 RUB            "," 11/28/16 07:26:17 AM PST                 Ad End Date 11/29/16 07:26:17 AM PST ",2016-11-28,17133
"1627"," 2481                       "," CLICK ON TRUMP'S FACE IF YOU AGREE THAT TRUMP IS NOT YOUR                                    PRESIDENT Stop Trump and his bigoted agenda! Not My President BM            "," https:Hrepresent.com/not-my-president-1                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 10,575                     "," 1,175                    "," 1,142.00 RUB            "," 11/11/16 07:35:43 AM PST ",2016-11-11,17116
"1628"," 2482                       "," Emily Perez is the first female black Cadet Command Sergeant Major in the                                    history of the U.S. Military Academy at West Point. At the age 23, she died in                                    the Iraq War after a bomb exploded near her during combat operations in Al                                    Kifl, near Najaf.            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 5,940                     "," 621                    "," 188.30 RUB            "," 11/03/16 08:20:47 AM PDT                 Ad End Date 11/10/16 07:20:47 AM PST ",2016-11-03,17108
"1629"," 2484                       "," 15-year-old Black teen and 9th grader, Chase T. Coleman mysteriously went                                    missing whiles running a 5k race in New York. Teen Assaulted By White Man                                    During Cross Country Race I BM BM            "," https:Hblackmattersus.com/18834-teen-assaulted-by-white-man-during-cross-                                    country-race/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 5,768                     "," 568                    "," 274.48 RUB            "," 11/01/16 08:02:13 AM PDT                 Ad End Date 11/02/16 08:02:11 AM PDT ",2016-11-01,17106
"1630","Ad I D 2485                       Ad Text Wake up. people! It's time to start governing and policing our own. a Black                                    community has been brainwashed until we cant understand our real                                    problems, so we can't even try to fix them.            Ad Landing Page https://www.facebook.com/BM-173996283023459/                 Ad Targeting Location - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                    (1954-68), African-American history. Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements News Feed on desktop computers or News Feed on mobile                                    devices              Ad Impressions 294                     Ad Clicks 29                    Ad Spend 11.23 RUB            Ad Creation Date 11/11/16 04:49:45 AM PST                 Ad End Date 11/12/16 04:49:45 AM PST Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence                                                                                                            P(1)0004929"," Wake up. people! It's time to start governing and policing our own. a Black                                    community has been brainwashed until we cant understand our real                                    problems, so we can't even try to fix them.            "," https://www.facebook.com/BM-173996283023459/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                    (1954-68), African-American history. Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements News Feed on desktop computers or News Feed on mobile                                    devices              "," 294                     "," 29                    "," 11.23 RUB            "," 11/11/16 04:49:45 AM PST                 Ad End Date 11/12/16 04:49:45 AM PST ",2016-11-11,17116
"1631"," 2486                       "," Did you know that only two percent of teacher are black and male in America?                                    Source: NOW THIS            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 9,402                     "," 326                    "," 373.08 RUB            "," 11/01/16 08:02:31 AM PDT                 Ad End Date 11/02/16 08:02:30 AM PDT ",2016-11-01,17106
"1632"," 2489                       "," The famous Black rapper stated in an interview that he isn't connected to the                                    Black rights movement, as it has nothing to do with him. Black Rapper Lil                                    Wayne Dismisses BLM I BM BM            "," https:Hblackmattersus.com/19013-black-rapper-lil-wayne-dismisses-blm/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 2,215                     "," 211                    "," 172.48 RUB            "," 11/03/16 08:21:42 AM PDT                 Ad End Date 11/10/16 07:21:42 AM PST ",2016-11-03,17108
"1633"," 2490                       "," Glamour included the founders of Black Lives Matter to the honorees at this                                    year's Women of the Year Awards. Black Lives Matter Founders Honored By                                    Glamour I BM BM            "," https:Hblackmattersus.com/19007-black-lives-matter-founders-honored-by-                                    glamour/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 1,739                     "," 150                    "," 174.29 RUB            "," 11/03/16 08:21:59 AM PDT                 Ad End Date 11/10/16 07:21:59 AM PST ",2016-11-03,17108
"1634"," 2492                       "," The lawyer for Jay Anderson's family has disclosed that the deceased never                                    pointed a gun at the officer prior to the police shooting which caused his                                    death. The lawyer for Jay Anderson's family has disclosed that the deceased                                    never pointed a gun at the officer prior to the police shooting which caused his                                    death. Police Shooting: Video Revealed Jay Anderson Didn't Hold Gun I BM                                    blackmattersus.com            "," https://blackmattersus.com/18865-police-shooting-video-revealedjay-                                    anderson-didnt-hold-gun/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 9,453                     "," 971                    "," 370.73 RUB            "," 11/01/16 08:01:22 AM PDT                 Ad End Date 11/02/16 08:01:20 AM PDT ",2016-11-01,17106
"1635"," 2493                       "," America is far from stamping on racism problem. Unfortunately, the skin color                                    can determine a whole range of variables in life.            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 18,656                     "," 1,918                    "," 382.10 RUB            "," 11/01/16 08:03:20 AM PDT                 Ad End Date 11/02/16 08:03:19 AM PDT ",2016-11-01,17106
"1636"," 2497                       "," Find out how to escape bad credit reports: goo.gl/GArVbz                                    A recent study has revealed some surprising differences in credit scores                                    between African-Americans and Caucasians.                                    The study showed that Caucasians earning less than $25,000 per year were                                    likely to have better credit scores than African-Americans earning between                                    $65,000 and $75,000 per year.                                    Overall, the study found 27 percent of all credit reports belonging to                                    Caucasians were poor, compared to 48 percent of those belonging to African-                                    Americans.                                    Although credit reporting is supposed to be free of prejudice, some                                    researchers said the system may be inherently stacked against minorities.                                    Find out how to escape bad credit reports: goo.gl/GArVbz            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 714                     "," 47                    "," 65.04 RUB            "," 11/02/16 05:06:46 AM PDT                 Ad End Date 11/09/16 04:06:46 AM PST ",2016-11-02,17107
"1637"," 2498                       "," Happy Birthday, Nia! You look fantastic!            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 21,936                     "," 4,330                    "," 190.39 RUB            "," 11/03/16 08:22:37 AM PDT                 Ad End Date 11/10/16 07:22:37 AM PST ",2016-11-03,17108
"1638"," 2500                       "," A Massachusetts cop's wife faked a robbery and accused BLM of the crime.                                    BLM Framed For Home Invasion By Mass. Cop's Wife I BM BM            "," https://blackmattersus.com/18744-blm-framed-for-home-invasion-by-mass-                                    cops-wife/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                    (1954-68), African-American history. Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements News Feed on desktop computers or News Feed on mobile                                    devices              "," 5.587                     "," 496                    "," 277.14 RUB            "," 11/01/16 08:04:56 AM PDT                 Ad End Date 11/02/16 08:04:53 AM PDT ",2016-11-01,17106
"1639"," 2506                       "," Whether you take part in protests and rallies or just want to voice your                                    concerns about police brutality against African Americans you need these                                    cool t-shirts! Buying our t-shirts you donate to the needs of the Black                                    Community. BlackMatters is a group of activists advocating for the rights of                                    African Americans. Buying our t-shirts you donate to the needs of the Black                                    Community. Black Matters US BM            "," https://represent.com/store/black-matters-us                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 1,926                     "," 97                    "," 372.49 RUB            "," 11/02/16 05:06:18 AM PDT                 Ad End Date 11/09/16 04:06:18 AM PST ",2016-11-02,17107
"1640"," 2507                       "," Another case of cop brutality arises, as a Black motorist was brutally beaten                                    for accidentally turning up the volume of his car music during a traffic stop.                                    Yet another case of cop brutality arises, as a Black motorist was brutally                                    beaten for accidentally turning up the volume of his car music during a traffic                                    stop. Cop Brutality: Officer Assaults Black Man Over ""Loud Music"" I BM BM            "," https://blackmattersus.com/1 8751 -cop-brutality-officer-assaults-black-man-                                    over-loud-music/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 4,238                     "," 397                    "," 273.81 RUB            "," 11/01/16 08:04:40 AM PDT                 Ad End Date 11/02/16 08:04:39 AM PDT ",2016-11-01,17106
"1641"," 2508                       "," Are you unhappy with our new president his bigoted agenda? Looking for                                    sweatshirt or hoodie to prove that?                                    Click the link down below and find a hoodie that's just for you.                                    https://represent.com/not-my-president-1 Stop Trump and his bigoted agenda!                                    Not My President BM            "," https://represent.com/not-my-president-1                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 2,159                     "," 171                    "," 584.08 RUB            "," 11/11/16 04:57:56 AM PST ",2016-11-11,17116
"1642"," 2509                       "," Dark skin is Flawless            "," https://www.facebook.com/BM-173996283023459/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                    (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 426                     "," 66                    "," 11.35 RUB            "," 11/11/16 04:49:19 AM PST                 Ad End Date 11/12/16 04:49:19 AM PST ",2016-11-11,17116
"1643"," 2513                       "," This cop brutalized the child for taking a shortcut back home. This is why we                                    have the BLM movement against injustice and police brutality. This cop                                    brutalized the child for taking a shortcut back home....            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 0                     "," 0                    "," None            "," 11/18/16 07:31:48 PM PST                 Ad End Date 10/21/16 07:25:02 AM PDT ",2016-11-18,17123
"1644"," 2524                       "," In yet another case of police shooting, a New Jersey Police Officer shot and                                    wounded a Black man in front of his two sons. New Jersey Police Officer                                    Shoots Unarmed Black Man I BM BM            "," https:Hblackmattersus.com/18937-new-jersey-police-officer-shoots-unarmed-                                    black-man/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 14,774                     "," 1,663                    "," 379.80 RUB            "," 11/02/16 05:47:25 AM PDT                 Ad End Date 11/09/16 04:47:25 AM PST ",2016-11-02,17107
"1645"," 2527                       "," Here is yet another reminder that in America it takes seven cops to take down                                    one black man.            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 0                     "," 0                    "," None            "," 11/18/16 07:31:48 PM PST                 Ad End Date 10/24/16 05:34:00 AM PDT ",2016-11-18,17123
"1646"," 2531                       "," Cops shot and killed a bipolar Black woman, Michelle Lee Shirley, following a                                    police chase in Torrance, California. Bipolar Black Woman Killed By Cops                                    After Car Chase I BM BM            "," https:Hblackmattersus.com/1 9001 -bipolar-black-woman-killed-by-cops-after-                                    car-chase/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 3,201                     "," 273                    "," 171.67 RUB            "," 11/03/16 08:22:17 AM PDT                 Ad End Date 11/10/16 07:22:17 AM PST ",2016-11-03,17108
"1647"," 2535                       "," Father of the mentally ill Black man killed in the El Cajon shooting last month                                    Richard Olango, has established a police-reform foundation. El Cajon                                    Shooting: Father of Alfred Olango Sets Up Foundation I BM BM            "," https:Hblackmattersus.com/18857-el-cajon-shooting-father-of-alfred-olango-                                    sets-up-foundation/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 1,953                     "," 190                    "," 263.28 RUB            "," 11/01/16 08:01:54 AM PDT                 Ad End Date 11/02/16 08:01:53 AM PDT ",2016-11-01,17106
"1648"," 2541                       "," This man beat up police officer who tased his wife. Do you agree with the                                    man who defended his woman?            "," https://www.facebook.com/blackmattersus.mvmnt/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 56,130                     "," 11,629                    "," 403.09 RUB            "," 11/02/16 05:47:03 AM PDT                 Ad End Date 11/09/16 04:47:03 AM PST ",2016-11-02,17107
"1649"," 2542                       "," #NotMyPresident hashtag has become popular after the election that has                                    shaken the life of the Black Community. Many people feel the urge to share                                    their opinion on what happened. For those who would like to join the meetups                                    against Donald Trump as the US President BlackMatters have gathered the                                    comprehensive list of such events. Click to find your city. #NotMyPresident                                    hashtag has become popular after the election that has shaken the life of the                                    Black Community. Many people feed the urge to share their opinion on what                                    happened. For those who would like to join the meetups against Donald                                    Trump as the US President BlackMatters have gathered the compr... All Black                                    Meetups Against Trump In Your City I BM            "," https:Hblackmattersus.com/19353-all-black-meetups-against-trump-in-your-                                    city/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 11,945                     "," 1,310                    "," 1,378.45 RUB            "," 11/11/16 04:48:49 AM PST ",2016-11-11,17116
"1650"," 2548                       "," Join us in the streets! Stop Trump and his bigoted agenda:                                    Meet you at Union Sq. at 12pm and march to Trump Tower (725 5th Ave) at                                    3pm.                                    Divided is the reason we just fell. We must unite despite our differences to                                    stop HATE from ruling the land.                                    STOP TRUMP! STOP RACISM! JOIN THE PROTEST at Union Sq. Saturday                                    at 12 PM                                    Bring signs, snacks. water! Be safe!                                    https://www.facebook.com/events/535931469910916/            "," https://www.facebook.com/BM-173996283023459/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                    (1954-68), African-American history, Malcolm X or Black (Color)                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 17.488                     "," 1.625                    "," 835.25 RUB            "," 11/11/16 04:50:41 AM PST ",2016-11-11,17116
"1651"," 2800                       "," Surround yourself with only people who are going to lift you higher and break                                    the chains in your mind!                                    #black #powerful #quotes #panafrican            "," https://www.facebook.com/Nefertitis-Community-576081822594619/                 ",": United States                                    Excluded Connections: Exclude people who like Nefertiti's Community                                    Age: 18 - 60                                    Language: English (US)                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests: Pan-Africanism, Black Enterprise or Black                                   (Color)              "," 167                     "," 29                    "," 39.93 RUB            "," 11/15/16 05:16:56 AM PST                 Ad End Date 11/16/16 05:16:56 AM PST ",2016-11-15,17120
"1652"," 2801                       "," Kaepernick declared that both of the major presidential candidates, Donald                                    Trump and Hillary Clinton, were racist and thus not worthy of his support!                                    #woke #king #vote #election #black #power #resistance            "," https://www.facebook.com/Nefertitis-Community-576081822594619/                 ",": United States                                    Excluded Connections: Exclude people who like Nefertiti's Community                                    Age: 18 - 60                                    Language: English (US)                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests: Pan-Africanism, Black Enterprise or Black                                   (Color)              "," 98                     "," 17                    "," 39.53 RUB            "," 11/15/16 05:17:16 AM PST                 Ad End Date 11/16/16 05:17:16 AM PST ",2016-11-15,17120
"1653"," 2805                       "," All power to the black community!                                    #black #fist #resistance #blackpanthers #cool            "," https://www.facebook.com/Nefertitis-Community-576081822594619/                 ",": United States                                    Excluded Connections: Exclude people who like Nefertiti's Community                                    Age: 18 - 60                                    Language: English (US)                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests: Pan-Africanism, Black Enterprise or Black                                   (Color)              "," 125                     "," 18                    "," 39.76 RUB            "," 11/15/16 05:19:09 AM PST                 Ad End Date 11/16/16 05:19:09 AM PST ",2016-11-15,17120
"1654"," 2816                       "," This one is for ya'all brothers!                                    If you exclusively date outside of your ethnicity and culture, you hate yourself.                                    Don't talk to me until you start to love yourself.                                    I'm going to get many people complaining about this post... I don't care. If you                                    won't check for your own people, seek help not more approval.                                    I'm not saying you should ever check for people outside of your culture, I am                                    saying brothers if every women you have ever been with, isn't from your                                    culture/ethnic group, you have issues of the mind. You are doing this not by                                    love but on purpose, because you hate yourself subconsciously, it's ok, just                                    love yourself and heal your illness. ?                                    #westandtogether #melanin #blackisbeautiful #blacklivesmatter                                    #blackgirlmagic #USA #blackandproud #Africanamerican #unite4justice                                    #melanin #icantbreathe #hood                                    #blackgirl #blackbeauty #darkskin #blackqueen #blackqueens #problack #afro                                    #afrocentric #boycott #november8 #elections2016 #ripaltonsterling                                    #altonsterling #TerenceCrutcher            "," https://www.facebook.comANoke-Blacks-2942346009564311                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history or Malcolm X                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 0                     "," 0                    "," None            "," 11/03/16 08:39:17 AM PDT                 Ad End Date 11/06/16 07:39:17 AM PST ",2016-11-03,17108
"1655"," 2817                       "," Couldn't go past this one, Blessed earth strong @kaepernick7 may you                                    continue your works and work in the power of our ancestors :)??? ?                                    Be eager and glad to find out about your roots. The more you find out about                                    your ancestry, the more you find yourself.                                    Happy Birthday Colin Kaepernick. Stay woke forever!!!                                    #westandtogether #melanin #blackisbeautiful #blacklivesmatter                                    #blackgirlmagic #USA #blackandproud #Africanamerican #unite4justice                                    #melanin #icantbreathe #hood                                    #blackgirl #blackbeauty #darkskin #blackqueen #blackqueens #problack #afro                                    #afrocentric #boycott #november8 #elections2016 #ripaltonsterling                                    #altonsterling #TerenceCrutcher            "," https://www.facebook.com/Woke-Blacks-294234600956431/                 "," - Living In: United States                                    Interests: Martin Luther King, Jr., African-American Civil Rights Movement                                   (1954-68), African-American history or Malcolm X                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 2,971                     "," 383                    "," 78.27 RUB            "," 11/03/16 08:42:09 AM PDT                 Ad End Date 11/06/16 07:42:09 AM PST ",2016-11-03,17108
"1656"," 2868                       "," This page is dedicated to The MOVE. Join us to support this Organization!            "," https://www.facebook.com/PanAfrootsmove/                 "," - Living In: United States                                    Excluded Connections: Exclude people who like Pan-African roots MOVE                                    Age: 18 - 65+                                    Language: English (UK) or English (US)                                    Placements: News Feed on desktop computers, News Feed on mobile                                    devices or Right column on desktop computers                                    People Who Match: Interests Martin Luther King, Jr., Black history. African-                                    American Civil Rights Movement(1954-68), African-American history.                                    Malcolm X or Black (Color)              "," 0                     "," 0                    "," None            "," 11/10/16 07:18:23 AM PST ",2016-11-10,17115
"1657"," 2869                       "," Nothing to add.            "," https://www.facebook.com/PanAfrootsmove/                 "," - Living In: United States                                    Excluded Connections: Exclude people who like Pan-African roots MOVE                                    Age: 18 - 65+                                    Language: English (UK) or English (US)                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests Martin Luther King, Jr., Black history. African-                                    American Civil Rights Movement(1954-68), African-American history.                                    Malcolm X or Black (Color)              "," 101                     "," 13                    "," 59.41 RUB            "," 11/10/16 07:20:33 AM PST                 Ad End Date 11 /11/16 07:20:33 AM PST ",2016-11-10,17115
"1658"," 2870                       "," There you go, girl!            "," https://www.facebook.com/PanAfrootsmove/                 "," - Living In: United States                                    Excluded Connections: Exclude people who like Pan-African roots MOVE                                    Age: 18 - 65+                                    Language: English (UK) or English (US)                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests Martin Luther King, Jr., Black history. African-                                    American Civil Rights Movement(1954-68), African-American history.                                    Malcolm X or Black (Color)              "," 334                     "," 50                    "," 100.00 RUB            "," 11/15/16 04:44:12 AM PST                 Ad End Date 11/16/16 04:44:12 AM PST ",2016-11-15,17120
"1659"," 2875                       "," Since when the celebration of the Black beauty is a racism?! What about all                                    the white thing then? Looks like word ""racism"" doesn't exist if you're white!            "," https://www.facebook.com/PanAfrootsmove/                 "," - Living In: United States                                    Excluded Connections: Exclude people who like Pan-African roots MOVE                                    Age: 18 - 65+                                    Language: English (UK)or English (US)                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests: Martin Luther King, Jr., Black history, African-                                    American Civil Rights Movement(1954-68), African-American history,                                    Malcolm X or Black (Color)              "," 95                     "," 4                    "," 59.18 RUB            "," 11/10/16 07:18:40 AM PST                 Ad End Date 11/11/16 07:18:40 AM PST ",2016-11-10,17115
"1660"," 2882                       "," Hate is definitely what Black pride is about. But white pride is totally is.            "," https://www.facebook.com/PanAfrootsmove/                 "," - Living In: United States                                    Excluded Connections: Exclude people who like Pan-African roots MOVE                                    Age: 18 - 65+                                    Language: English (UK)or English (US)                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices                                    People Who Match: Interests: Martin Luther King, Jr., Black history, African-                                    American Civil Rights Movement(1954-68), African-American history,                                    Malcolm X or Black (Color)              "," 284                     "," 38                    "," 100.00 RUB            "," 11/15/16 04:46:39 AM PST                 Ad End Date 11/16/16 04:46:39 AM PST ",2016-11-15,17120
"1661"," 2982                       "," We united by our shared goal of police accountability!            "," https://www.facebook.com/Watch-the-Police-1095374457243609/                 "," - Living In: United States                                    Excluded Connections: Exclude people who like Watch the Police                                    Age: 18 - 65+                                    Language: English (US)                                    Placements: News Feed on desktop computers, News Feed on mobile                                    devices or Right column on desktop computers                                    People Who Match: Interests: Social justice, Filming Cops or Cop Block              "," 1,034                     "," 65                    "," 1,200.00 RUB            "," 11/07/16 07:11:27 AM PST ",2016-11-07,17112
"1662"," 2983                       "," We united by our shared goal of police accountability!            "," https://www.facebook.com/Watch-the-Police-1095374457243609/                 "," - Living In: United States                                    Excluded Connections: Exclude people who like Watch the Police                                    Age: 18 - 65+                                    Language: English (US)                                    Placements: News Feed on desktop computers, News Feed on mobile                                    devices or Right column on desktop computers                                    People Who Match: Interests: Demonstration (protest), Social justice, Police                                    corruption, African-American Civil Rights Movement (1954-68), Filming Cops                                    or Cop Block              "," 3,913                     "," 340                    "," 4,772.59 RUB            "," 11/11/16 06:11:14 AM PST ",2016-11-11,17116
"1663"," 2988                       "," Classics of police brutality: the beating of handcuffed person.            "," https://www.facebook.com/Watch-the-Police-1095374457243609/                 "," - Living In: United States                                    Interests: African-American Civil Rights Movement (1954-68), Anti-                                    discrimination or Cop Block                                    Age: 18 - 65+                                    Placements: News Feed on desktop computers or News Feed on mobile                                    devices              "," 1,271                     "," 88                    "," 100.00 RUB            "," 11/07/16 07:15:31 AM PST                 Ad End Date 11/08/16 07:15:31 AM PST ",2016-11-07,17112
"1664"," 2990                      "," Here you can see guy was harassed for allegedly having a bottle of alcohol in                                   his University dorm room. Pigs forced their way into the room without his                                   consent and opened the fridge. When they didn't find alcohol (there was just                                   ranch dressing) they threatened him with expelling from University.                                   WTF??                                   This is what you get when you are going to get education in America.          "," https://www.facebook.com/Watch-the-Police-109537 4457243609/               "," - Living In: United States                                   Interests: Police Brutality is a Crime, Copwatch, Police misconduct, African-                                   American Civil Rights Movement (1954-68), Black Consciousness Movement,                                   Police brutality in the United States, Stop Police Brutality, Anti-discrimination                                   or Cop Block                                   Age: 18 - 65+                                   Placements: News Feed on desktop computers or News Feed on mobile                                   devices            "," O                    "," O                   "," 0.00          "," 11/11/16 06:08:00 AM PST                Ad End Date 11/12/16 06:08:00 AM PST ",2016-11-11,17116
